"","Term","Freq","id","class"
"11542","諦める",1,96,"b"
"11543","迎える",1,96,"b"
"11544","返す",1,96,"b"
"11545","いる",2,96,"b"
"11546","抜く",1,96,"b"
"11547","借金",1,96,"b"
"11548","勝ち越し",1,96,"b"
"11549","復帰",1,96,"b"
"11550","意識",1,96,"b"
"11551","逆転",1,96,"b"
"11552","－",2,96,"b"
"11553","ゲーム",1,96,"b"
"11554","チーム",1,96,"b"
"11555","フォーク",1,96,"b"
"11556","三遊間",1,96,"b"
"11557","二塁",1,96,"b"
"11558","内野",1,96,"b"
"11559","写真",1,96,"b"
"11560","差",1,96,"b"
"11561","序盤",1,96,"b"
"11562","後ろ",1,96,"b"
"11563","決勝",1,96,"b"
"11564","目前",1,96,"b"
"11565","適時",1,96,"b"
"11566","これ",1,96,"b"
"11567","オリックス",2,96,"b"
"11568","ソフトバンク",1,96,"b"
"11569","ロッテ",2,96,"b"
"11570","大城",3,96,"b"
"11571","涌井",1,96,"b"
"11572","滉二",1,96,"b"
"11573","神戸",1,96,"b"
"11574","タイムリー",1,96,"b"
"11575","位",1,96,"b"
"11576","割",1,96,"b"
"11577","回",1,96,"b"
"11578","手",1,96,"b"
"11579","打",1,96,"b"
"11580","日",1,96,"b"
"11581","死",1,96,"b"
"11582","点",2,96,"b"
"11583","・",1,96,"b"
"11584","０",1,96,"b"
"11585","１",2,96,"b"
"11586","２",3,96,"b"
"11587","３",1,96,"b"
"11588","４",2,96,"b"
"11589","５",6,96,"b"
"11590","６",1,96,"b"
"11591","９",1,96,"b"
"11592","れる",2,95,"b"
"11593","ある",1,95,"b"
"11594","する",2,95,"b"
"11595","なる",3,95,"b"
"11596","代える",1,95,"b"
"11597","勝ち越す",2,95,"b"
"11598","勝つ",1,95,"b"
"11599","奪う",1,95,"b"
"11600","思う",1,95,"b"
"11601","感じる",1,95,"b"
"11602","打つ",1,95,"b"
"11603","挙げる",1,95,"b"
"11604","残せる",1,95,"b"
"11605","沈む",1,95,"b"
"11606","浴びる",1,95,"b"
"11607","続く",1,95,"b"
"11608","落ちる",1,95,"b"
"11609","許す",2,95,"b"
"11610","いる",1,95,"b"
"11611","くる",1,95,"b"
"11612","もらう",1,95,"b"
"11613","勝ち越し",1,95,"b"
"11614","勝利",1,95,"b"
"11615","味方",2,95,"b"
"11616","大勝",1,95,"b"
"11617","失点",1,95,"b"
"11618","失策",1,95,"b"
"11619","左前打",1,95,"b"
"11620","意識",1,95,"b"
"11621","猛省",1,95,"b"
"11622","監督",1,95,"b"
"11623","直撃",1,95,"b"
"11624","試合",1,95,"b"
"11625","説明",1,95,"b"
"11626","降板",1,95,"b"
"11627","－",1,95,"b"
"11628","ＫＯ",1,95,"b"
"11629","エース",1,95,"b"
"11630","コース",1,95,"b"
"11631","スピード",1,95,"b"
"11632","ソロ",1,95,"b"
"11633","チーム",1,95,"b"
"11634","バレンティン",1,95,"b"
"11635","ポール",1,95,"b"
"11636","ラミレス",1,95,"b"
"11637","二塁",1,95,"b"
"11638","先頭",1,95,"b"
"11639","初回",1,95,"b"
"11640","勝ち星",1,95,"b"
"11641","同点",2,95,"b"
"11642","山田",1,95,"b"
"11643","左",1,95,"b"
"11644","左翼",2,95,"b"
"11645","左腕",1,95,"b"
"11646","席",1,95,"b"
"11647","打線",1,95,"b"
"11648","打者",1,95,"b"
"11649","投手",1,95,"b"
"11650","最短",1,95,"b"
"11651","次",1,95,"b"
"11652","気持ち",1,95,"b"
"11653","自体",1,95,"b"
"11654","調子",1,95,"b"
"11655","適時",1,95,"b"
"11656","青木",1,95,"b"
"11657","２ラン",1,95,"b"
"11658","ＤｅＮＡ",1,95,"b"
"11659","これ",1,95,"b"
"11660","今季",2,95,"b"
"11661","以来",1,95,"b"
"11662","死後",1,95,"b"
"11663","直後",2,95,"b"
"11664","結果",1,95,"b"
"11665","４月",1,95,"b"
"11666","ヤクルト",1,95,"b"
"11667","中日",1,95,"b"
"11668","健",1,95,"b"
"11669","横浜",1,95,"b"
"11670","畠山",2,95,"b"
"11671","石田",2,95,"b"
"11672","神宮球場",1,95,"b"
"11673","必要",1,95,"b"
"11674","さ",1,95,"b"
"11675","回",4,95,"b"
"11676","戦",1,95,"b"
"11677","打",1,95,"b"
"11678","日",2,95,"b"
"11679","死",1,95,"b"
"11680","点",2,95,"b"
"11681","三",1,95,"b"
"11682","二",1,95,"b"
"11683","五",1,95,"b"
"11684","１",2,95,"b"
"11685","２",6,95,"b"
"11686","３",2,95,"b"
"11687","４",2,95,"b"
"11688","５",4,95,"b"
"11689","中",2,95,"b"
"11690","られる",1,94,"b"
"11691","れる",4,94,"b"
"11692","ある",2,94,"b"
"11693","かむ",1,94,"b"
"11694","する",2,94,"b"
"11695","なる",1,94,"b"
"11696","まとまる",1,94,"b"
"11697","与える",1,94,"b"
"11698","悔やむ",1,94,"b"
"11699","打つ",3,94,"b"
"11700","投げる",2,94,"b"
"11701","振る",1,94,"b"
"11702","捉える",1,94,"b"
"11703","攻める",2,94,"b"
"11704","止まる",1,94,"b"
"11705","続く",2,94,"b"
"11706","苦しむ",1,94,"b"
"11707","落ちる",1,94,"b"
"11708","許す",1,94,"b"
"11709","話す",1,94,"b"
"11710","追い付く",1,94,"b"
"11711","間違う",1,94,"b"
"11712","いける",2,94,"b"
"11713","いる",1,94,"b"
"11714","きる",1,94,"b"
"11715","先制",1,94,"b"
"11716","先発",1,94,"b"
"11717","先行",1,94,"b"
"11718","凡退",1,94,"b"
"11719","勝ち越し",1,94,"b"
"11720","反省",1,94,"b"
"11721","味方",1,94,"b"
"11722","失点",1,94,"b"
"11723","左前打",1,94,"b"
"11724","登板",1,94,"b"
"11725","監督",1,94,"b"
"11726","連勝",1,94,"b"
"11727","－",1,94,"b"
"11728","ストライク",1,94,"b"
"11729","チーム",1,94,"b"
"11730","フォーク",1,94,"b"
"11731","ホームラン",1,94,"b"
"11732","ボール",2,94,"b"
"11733","二塁打",1,94,"b"
"11734","先頭",1,94,"b"
"11735","内容",1,94,"b"
"11736","写真",1,94,"b"
"11737","初回",1,94,"b"
"11738","右翼",1,94,"b"
"11739","同点",1,94,"b"
"11740","唇",1,94,"b"
"11741","四球",1,94,"b"
"11742","変化球",1,94,"b"
"11743","安打",1,94,"b"
"11744","感じ",1,94,"b"
"11745","投手",2,94,"b"
"11746","球",1,94,"b"
"11747","腕",1,94,"b"
"11748","自身",1,94,"b"
"11749","負け",1,94,"b"
"11750","適時",1,94,"b"
"11751","２ラン",1,94,"b"
"11752","今",1,94,"b"
"11753","今季",1,94,"b"
"11754","直後",1,94,"b"
"11755","結果",2,94,"b"
"11756","メットライフドーム",1,94,"b"
"11757","中田",1,94,"b"
"11758","大田",1,94,"b"
"11759","日本ハム",1,94,"b"
"11760","相内",2,94,"b"
"11761","西武",3,94,"b"
"11762","誠",2,94,"b"
"11763","辻",1,94,"b"
"11764","近藤",2,94,"b"
"11765","ダメ",1,94,"b"
"11766","大胆",1,94,"b"
"11767","回",4,94,"b"
"11768","方",1,94,"b"
"11769","日",1,94,"b"
"11770","死",1,94,"b"
"11771","点",1,94,"b"
"11772","的",1,94,"b"
"11773","線",1,94,"b"
"11774","者",1,94,"b"
"11775","２",4,94,"b"
"11776","３",5,94,"b"
"11777","４",1,94,"b"
"11778","５",5,94,"b"
"11779","８",1,94,"b"
"11780","ところ",2,94,"b"
"11781","よう",1,94,"b"
"11782","られる",1,93,"b"
"11783","れる",3,93,"b"
"11784","ある",3,93,"b"
"11785","いう",2,93,"b"
"11786","かける",1,93,"b"
"11787","かぶる",2,93,"b"
"11788","する",4,93,"b"
"11789","できる",1,93,"b"
"11790","分かる",1,93,"b"
"11791","受ける",1,93,"b"
"11792","思う",1,93,"b"
"11793","戸惑う",1,93,"b"
"11794","戻る",2,93,"b"
"11795","手渡す",1,93,"b"
"11796","打ち取る",1,93,"b"
"11797","投じる",1,93,"b"
"11798","捕る",1,93,"b"
"11799","果たす",2,93,"b"
"11800","組む",1,93,"b"
"11801","締める",1,93,"b"
"11802","行く",1,93,"b"
"11803","見舞う",1,93,"b"
"11804","言う",1,93,"b"
"11805","語る",1,93,"b"
"11806","迎える",1,93,"b"
"11807","遅れる",1,93,"b"
"11808","いる",7,93,"b"
"11809","カット",1,93,"b"
"11810","サイン",1,93,"b"
"11811","デビュー",2,93,"b"
"11812","三振",1,93,"b"
"11813","交換",1,93,"b"
"11814","出場",2,93,"b"
"11815","失点",1,93,"b"
"11816","守備",1,93,"b"
"11817","対応",1,93,"b"
"11818","展開",1,93,"b"
"11819","投球",1,93,"b"
"11820","昇格",1,93,"b"
"11821","準備",1,93,"b"
"11822","直撃",1,93,"b"
"11823","祝福",1,93,"b"
"11824","空振り",1,93,"b"
"11825","緊張",1,93,"b"
"11826","練習",1,93,"b"
"11827","試合",2,93,"b"
"11828","－",1,93,"b"
"11829","アクシデント",1,93,"b"
"11830","ウイニングボール",1,93,"b"
"11831","クラブハウス",1,93,"b"
"11832","ゴロ",1,93,"b"
"11833","ストレート",1,93,"b"
"11834","チームメート",1,93,"b"
"11835","ドラフト",1,93,"b"
"11836","バッテリー",1,93,"b"
"11837","ファン",1,93,"b"
"11838","ファーム",1,93,"b"
"11839","ボール",1,93,"b"
"11840","マスク",2,93,"b"
"11841","メンバー",1,93,"b"
"11842","声",1,93,"b"
"11843","捕手",2,93,"b"
"11844","正気",1,93,"b"
"11845","球",4,93,"b"
"11846","直前",1,93,"b"
"11847","立場",1,93,"b"
"11848","笑顔",1,93,"b"
"11849","裏",1,93,"b"
"11850","部分",1,93,"b"
"11851","顔面",1,93,"b"
"11852","飛",1,93,"b"
"11853","あれ",1,93,"b"
"11854","僕",1,93,"b"
"11855","前日",1,93,"b"
"11856","多く",1,93,"b"
"11857","現在",1,93,"b"
"11858","コンビ",1,93,"b"
"11859","ヤクルト",1,93,"b"
"11860","哲",1,93,"b"
"11861","国吉",4,93,"b"
"11862","坂口",1,93,"b"
"11863","山本",2,93,"b"
"11864","山田",1,93,"b"
"11865","祐",1,93,"b"
"11866","神宮",1,93,"b"
"11867","青木",1,93,"b"
"11868","ＤｅＮＡ",1,93,"b"
"11869","大丈夫",1,93,"b"
"11870","邪",1,93,"b"
"11871","さん",1,93,"b"
"11872","位",1,93,"b"
"11873","回",4,93,"b"
"11874","度",1,93,"b"
"11875","後",1,93,"b"
"11876","戦",1,93,"b"
"11877","日",2,93,"b"
"11878","番手",1,93,"b"
"11879","軍",3,93,"b"
"11880","一",1,93,"b"
"11881","七",1,93,"b"
"11882","三",1,93,"b"
"11883","九",2,93,"b"
"11884","何",1,93,"b"
"11885","八",1,93,"b"
"11886","１",5,93,"b"
"11887","２",3,93,"b"
"11888","３",1,93,"b"
"11889","４",2,93,"b"
"11890","５",2,93,"b"
"11891","９",2,93,"b"
"11892","こと",3,93,"b"
"11893","の",1,93,"b"
"11894","ん",1,93,"b"
"11895","際",2,93,"b"
"11896","れる",2,92,"b"
"11897","ある",2,92,"b"
"11898","する",7,92,"b"
"11899","下がる",1,92,"b"
"11900","取り消す",1,92,"b"
"11901","守る",1,92,"b"
"11902","巡る",1,92,"b"
"11903","思う",2,92,"b"
"11904","狙う",1,92,"b"
"11905","見る",1,92,"b"
"11906","見返す",1,92,"b"
"11907","話す",1,92,"b"
"11908","いる",3,92,"b"
"11909","おる",1,92,"b"
"11910","バック",1,92,"b"
"11911","再開",1,92,"b"
"11912","勘違い",2,92,"b"
"11913","合図",1,92,"b"
"11914","審判",2,92,"b"
"11915","導入",1,92,"b"
"11916","攻撃",1,92,"b"
"11917","放送",1,92,"b"
"11918","検証",1,92,"b"
"11919","監督",3,92,"b"
"11920","要求",2,92,"b"
"11921","試合",1,92,"b"
"11922","説明",1,92,"b"
"11923","－",1,92,"b"
"11924","やりとり",1,92,"b"
"11925","アンパイア",1,92,"b"
"11926","ジェスチャー",1,92,"b"
"11927","セーフ",1,92,"b"
"11928","ネット",1,92,"b"
"11929","バント",1,92,"b"
"11930","ビデオ",1,92,"b"
"11931","ラミレス",3,92,"b"
"11932","リクエスト",2,92,"b"
"11933","リプレー",1,92,"b"
"11934","一塁",3,92,"b"
"11935","三塁",2,92,"b"
"11936","併殺",1,92,"b"
"11937","制度",1,92,"b"
"11938","場内",1,92,"b"
"11939","塁審",1,92,"b"
"11940","手",1,92,"b"
"11941","裏",1,92,"b"
"11942","責任",1,92,"b"
"11943","ＤｅＮＡ",2,92,"b"
"11944","ここ",1,92,"b"
"11945","こっち",1,92,"b"
"11946","今季",1,92,"b"
"11947","前",1,92,"b"
"11948","５月",1,92,"b"
"11949","セ・リーグ",1,92,"b"
"11950","ブキャナン",1,92,"b"
"11951","ヤクルト",2,92,"b"
"11952","ロペス",1,92,"b"
"11953","神宮",1,92,"b"
"11954","笠原",1,92,"b"
"11955","員",1,92,"b"
"11956","回",1,92,"b"
"11957","団",1,92,"b"
"11958","年",1,92,"b"
"11959","後",1,92,"b"
"11960","日",1,92,"b"
"11961","死",2,92,"b"
"11962","０",1,92,"b"
"11963","１",3,92,"b"
"11964","２",4,92,"b"
"11965","４",1,92,"b"
"11966","５",2,92,"b"
"11967","８",1,92,"b"
"11968","ため",1,92,"b"
"11969","ある",1,91,"b"
"11970","なる",1,91,"b"
"11971","やる",1,91,"b"
"11972","引き締める",1,91,"b"
"11973","放つ",2,91,"b"
"11974","祝う",1,91,"b"
"11975","跳ねる",1,91,"b"
"11976","試合",1,91,"b"
"11977","誕生",1,91,"b"
"11978","－",1,91,"b"
"11979","ゴロ",1,91,"b"
"11980","プロ",1,91,"b"
"11981","マルチ",1,91,"b"
"11982","ルーキー",1,91,"b"
"11983","一塁",1,91,"b"
"11984","二塁",1,91,"b"
"11985","先",1,91,"b"
"11986","内野",1,91,"b"
"11987","写真",1,91,"b"
"11988","右前",2,91,"b"
"11989","安打",2,91,"b"
"11990","左前",1,91,"b"
"11991","手前",1,91,"b"
"11992","打席",2,91,"b"
"11993","気",1,91,"b"
"11994","生き残り",1,91,"b"
"11995","積み重ね",1,91,"b"
"11996","自身",1,91,"b"
"11997","適時",3,91,"b"
"11998","一生懸命",1,91,"b"
"11999","結果",1,91,"b"
"12000","メットライフドーム",1,91,"b"
"12001","平井",1,91,"b"
"12002","幸太郎",1,91,"b"
"12003","日本ハム",2,91,"b"
"12004","清宮",2,91,"b"
"12005","相内",1,91,"b"
"12006","西武",2,91,"b"
"12007","ラッキー",1,91,"b"
"12008","幸運",1,91,"b"
"12009","ぶり",1,91,"b"
"12010","人",1,91,"b"
"12011","回",2,91,"b"
"12012","手",2,91,"b"
"12013","打",3,91,"b"
"12014","日",4,91,"b"
"12015","歳",1,91,"b"
"12016","死",1,91,"b"
"12017","的",1,91,"b"
"12018","目",1,91,"b"
"12019","軍",1,91,"b"
"12020","１",7,91,"b"
"12021","２",5,91,"b"
"12022","３",1,91,"b"
"12023","５",2,91,"b"
"12024","７",1,91,"b"
"12025","８",1,91,"b"
"12026","９",1,91,"b"
"12027","れる",2,90,"b"
"12028","する",3,90,"b"
"12029","行う",1,90,"b"
"12030","迎える",1,90,"b"
"12031","優勝",1,90,"b"
"12032","完成",1,90,"b"
"12033","展示",1,90,"b"
"12034","工事",1,90,"b"
"12035","改修",1,90,"b"
"12036","発表",1,90,"b"
"12037","記念",1,90,"b"
"12038","進行",1,90,"b"
"12039","開催",1,90,"b"
"12040","イメージ図",1,90,"b"
"12041","ショー",1,90,"b"
"12042","トーク",1,90,"b"
"12043","ペナント",1,90,"b"
"12044","ユニホーム",1,90,"b"
"12045","写真",1,90,"b"
"12046","博物館",1,90,"b"
"12047","球団",1,90,"b"
"12048","球場",1,90,"b"
"12049","ＯＢ",1,90,"b"
"12050","過去",1,90,"b"
"12051","６月",2,90,"b"
"12052","７月",1,90,"b"
"12053","健",1,90,"b"
"12054","入間",1,90,"b"
"12055","埼玉",1,90,"b"
"12056","西武",1,90,"b"
"12057","西武ライオンズ",1,90,"b"
"12058","鈴木",1,90,"b"
"12059","中",1,90,"b"
"12060","周年",1,90,"b"
"12061","展",1,90,"b"
"12062","市",1,90,"b"
"12063","日",4,90,"b"
"12064","氏",1,90,"b"
"12065","０",1,90,"b"
"12066","１",2,90,"b"
"12067","２",2,90,"b"
"12068","３",1,90,"b"
"12069","４",2,90,"b"
"12070","５",1,90,"b"
"12071","する",2,89,"b"
"12072","たたき出す",1,89,"b"
"12073","なる",2,89,"b"
"12074","はねる",1,89,"b"
"12075","出る",1,89,"b"
"12076","抜ける",1,89,"b"
"12077","話す",1,89,"b"
"12078","運ぶ",1,89,"b"
"12079","除く",1,89,"b"
"12080","いる",1,89,"b"
"12081","スタート",1,89,"b"
"12082","出場",1,89,"b"
"12083","監督",1,89,"b"
"12084","記録",1,89,"b"
"12085","評価",1,89,"b"
"12086","試合",1,89,"b"
"12087","誕生",1,89,"b"
"12088","イレギュラーバウンド",1,89,"b"
"12089","ゴロ",1,89,"b"
"12090","スタメン",1,89,"b"
"12091","ドラフト",1,89,"b"
"12092","バット",1,89,"b"
"12093","プロ",1,89,"b"
"12094","マルチ",1,89,"b"
"12095","一塁",2,89,"b"
"12096","二塁",1,89,"b"
"12097","内野",1,89,"b"
"12098","右前",1,89,"b"
"12099","安打",3,89,"b"
"12100","左前",1,89,"b"
"12101","左翼",1,89,"b"
"12102","手前",1,89,"b"
"12103","打席",2,89,"b"
"12104","打点",1,89,"b"
"12105","本塁打",1,89,"b"
"12106","栗山",1,89,"b"
"12107","死",1,89,"b"
"12108","自身",1,89,"b"
"12109","表情",1,89,"b"
"12110","適時",1,89,"b"
"12111","結果",1,89,"b"
"12112","自ら",1,89,"b"
"12113","メットライフドーム",1,89,"b"
"12114","山川",1,89,"b"
"12115","幸太郎",1,89,"b"
"12116","日本ハム",2,89,"b"
"12117","清宮",1,89,"b"
"12118","西武",3,89,"b"
"12119","タイムリー",1,89,"b"
"12120","ラッキー",1,89,"b"
"12121","幸運",1,89,"b"
"12122","ぶり",1,89,"b"
"12123","位",1,89,"b"
"12124","初",1,89,"b"
"12125","回",2,89,"b"
"12126","戦",1,89,"b"
"12127","手",2,89,"b"
"12128","打",2,89,"b"
"12129","日",3,89,"b"
"12130","本",1,89,"b"
"12131","歳",2,89,"b"
"12132","番",1,89,"b"
"12133","的",1,89,"b"
"12134","一",2,89,"b"
"12135","１",7,89,"b"
"12136","２",7,89,"b"
"12137","５",4,89,"b"
"12138","７",2,89,"b"
"12139","８",2,89,"b"
"12140","９",2,89,"b"
"12141","の",1,89,"b"
"12142","ん",1,89,"b"
"12143","する",4,88,"b"
"12144","なる",2,88,"b"
"12145","もらう",1,88,"b"
"12146","やってくる",1,88,"b"
"12147","伝える",1,88,"b"
"12148","使う",2,88,"b"
"12149","出す",1,88,"b"
"12150","吐く",1,88,"b"
"12151","回る",1,88,"b"
"12152","寄せる",1,88,"b"
"12153","引き締まる",1,88,"b"
"12154","打てる",1,88,"b"
"12155","振り返る",1,88,"b"
"12156","放つ",1,88,"b"
"12157","浴びる",1,88,"b"
"12158","話す",1,88,"b"
"12159","いる",3,88,"b"
"12160","くる",1,88,"b"
"12161","プレー",2,88,"b"
"12162","出場",2,88,"b"
"12163","所属",1,88,"b"
"12164","持",1,88,"b"
"12165","期待",1,88,"b"
"12166","監督",1,88,"b"
"12167","経験",1,88,"b"
"12168","試合",1,88,"b"
"12169","誕生",1,88,"b"
"12170","起用",1,88,"b"
"12171","－",1,88,"b"
"12172","カクテル",1,88,"b"
"12173","スタメン",1,88,"b"
"12174","チャンス",1,88,"b"
"12175","バースデー",2,88,"b"
"12176","ファン",1,88,"b"
"12177","モチベーション",1,88,"b"
"12178","ラミレス",1,88,"b"
"12179","二塁",1,88,"b"
"12180","代打",1,88,"b"
"12181","光線",1,88,"b"
"12182","古巣",2,88,"b"
"12183","右前",1,88,"b"
"12184","場所",1,88,"b"
"12185","場面",1,88,"b"
"12186","大学",1,88,"b"
"12187","左",1,88,"b"
"12188","年男",1,88,"b"
"12189","打席",1,88,"b"
"12190","打者",1,88,"b"
"12191","時代",1,88,"b"
"12192","気",1,88,"b"
"12193","満塁",1,88,"b"
"12194","相手",2,88,"b"
"12195","自分",1,88,"b"
"12196","色",1,88,"b"
"12197","荒波",1,88,"b"
"12198","身",1,88,"b"
"12199","適時",1,88,"b"
"12200","ＤｅＮＡ",2,88,"b"
"12201","僕",1,88,"b"
"12202","以来",1,88,"b"
"12203","前",1,88,"b"
"12204","前日",2,88,"b"
"12205","当日",1,88,"b"
"12206","５月",1,88,"b"
"12207","セ・リーグ",1,88,"b"
"12208","ヤクルト",3,88,"b"
"12209","巨人",1,88,"b"
"12210","早大",1,88,"b"
"12211","浩",2,88,"b"
"12212","満",1,88,"b"
"12213","田中",2,88,"b"
"12214","神宮",3,88,"b"
"12215","ハッピー",1,88,"b"
"12216","回",1,88,"b"
"12217","年",2,88,"b"
"12218","戦",2,88,"b"
"12219","打",1,88,"b"
"12220","日",4,88,"b"
"12221","歳",1,88,"b"
"12222","死",1,88,"b"
"12223","番",1,88,"b"
"12224","０",1,88,"b"
"12225","１",4,88,"b"
"12226","２",4,88,"b"
"12227","３",2,88,"b"
"12228","４",2,88,"b"
"12229","５",3,88,"b"
"12230","６",3,88,"b"
"12231","８",1,88,"b"
"12232","９",1,88,"b"
"12233","ところ",1,88,"b"
"12234","の",1,88,"b"
"12235","ん",2,88,"b"
"12236","ある",1,87,"b"
"12237","する",1,87,"b"
"12238","なで下ろす",1,87,"b"
"12239","切れる",1,87,"b"
"12240","勝つ",1,87,"b"
"12241","守る",1,87,"b"
"12242","打ち勝つ",1,87,"b"
"12243","打つ",1,87,"b"
"12244","言う",1,87,"b"
"12245","飛び出す",1,87,"b"
"12246","きる",1,87,"b"
"12247","リード",2,87,"b"
"12248","先制",1,87,"b"
"12249","延長",1,87,"b"
"12250","心配",1,87,"b"
"12251","救援",1,87,"b"
"12252","監督",2,87,"b"
"12253","追加",1,87,"b"
"12254","－",1,87,"b"
"12255","サヨナラ",1,87,"b"
"12256","ソロ",1,87,"b"
"12257","伏兵",1,87,"b"
"12258","内野",3,87,"b"
"12259","写真",1,87,"b"
"12260","勝ち",1,87,"b"
"12261","右前",1,87,"b"
"12262","山賊",1,87,"b"
"12263","打線",1,87,"b"
"12264","捕手",1,87,"b"
"12265","相手",1,87,"b"
"12266","胸",1,87,"b"
"12267","負け",1,87,"b"
"12268","適時",1,87,"b"
"12269","首位",1,87,"b"
"12270","２ラン",1,87,"b"
"12271","３ラン",1,87,"b"
"12272","一挙",1,87,"b"
"12273","今日",1,87,"b"
"12274","前夜",1,87,"b"
"12275","昨日",1,87,"b"
"12276","メットライフドーム",1,87,"b"
"12277","ロッテ",1,87,"b"
"12278","中田",1,87,"b"
"12279","健介",1,87,"b"
"12280","幸太郎",1,87,"b"
"12281","拳",1,87,"b"
"12282","日本ハム",2,87,"b"
"12283","杉谷",1,87,"b"
"12284","栗山",2,87,"b"
"12285","清宮",1,87,"b"
"12286","翔",1,87,"b"
"12287","英樹",1,87,"b"
"12288","西武",1,87,"b"
"12289","近藤",1,87,"b"
"12290","いろいろ",1,87,"b"
"12291","号",3,87,"b"
"12292","回",4,87,"b"
"12293","士",1,87,"b"
"12294","戦",1,87,"b"
"12295","手",3,87,"b"
"12296","打",1,87,"b"
"12297","日",2,87,"b"
"12298","点",2,87,"b"
"12299","陣",1,87,"b"
"12300","１",6,87,"b"
"12301","２",4,87,"b"
"12302","４",2,87,"b"
"12303","５",2,87,"b"
"12304","６",1,87,"b"
"12305","７",1,87,"b"
"12306","８",1,87,"b"
"12307","きり",1,87,"b"
"12308","こと",1,87,"b"
"12309","方",1,87,"b"
"12310","しめる",1,86,"b"
"12311","せる",1,86,"b"
"12312","れる",3,86,"b"
"12313","ある",1,86,"b"
"12314","いう",1,86,"b"
"12315","する",3,86,"b"
"12316","つづる",1,86,"b"
"12317","よみがえる",1,86,"b"
"12318","呼ぶ",2,86,"b"
"12319","建てる",2,86,"b"
"12320","忘れ去る",1,86,"b"
"12321","投げる",1,86,"b"
"12322","放つ",2,86,"b"
"12323","残る",1,86,"b"
"12324","言う",1,86,"b"
"12325","踏む",1,86,"b"
"12326","運ぶ",1,86,"b"
"12327","集まる",1,86,"b"
"12328","いる",4,86,"b"
"12329","おる",2,86,"b"
"12330","先発",1,86,"b"
"12331","対戦",1,86,"b"
"12332","対決",1,86,"b"
"12333","注目",1,86,"b"
"12334","登場",1,86,"b"
"12335","被弾",1,86,"b"
"12336","試合",1,86,"b"
"12337","間違い",1,86,"b"
"12338","エンゼル",1,86,"b"
"12339","スタジアム",4,86,"b"
"12340","セベリーノ",2,86,"b"
"12341","ソロ",1,86,"b"
"12342","ハイテク",1,86,"b"
"12343","バージョン",1,86,"b"
"12344","ベーブ・ルース",2,86,"b"
"12345","ヤンキー",3,86,"b"
"12346","ルイス・セベリーノ",1,86,"b"
"12347","二塁打",1,86,"b"
"12348","人生",1,86,"b"
"12349","内角",2,86,"b"
"12350","再戦",1,86,"b"
"12351","写真",1,86,"b"
"12352","前回",2,86,"b"
"12353","印象",1,86,"b"
"12354","右翼",1,86,"b"
"12355","右腕",1,86,"b"
"12356","同地",1,86,"b"
"12357","家",2,86,"b"
"12358","席",1,86,"b"
"12359","投手",1,86,"b"
"12360","敵",1,86,"b"
"12361","本塁打",1,86,"b"
"12362","本拠地",1,86,"b"
"12363","片りん",1,86,"b"
"12364","球場",1,86,"b"
"12365","経済",1,86,"b"
"12366","速球",1,86,"b"
"12367","野球",1,86,"b"
"12368","電子",1,86,"b"
"12369","高め",1,86,"b"
"12370","彼",1,86,"b"
"12371","今季",1,86,"b"
"12372","今日",1,86,"b"
"12373","午前",1,86,"b"
"12374","時間",1,86,"b"
"12375","４月",1,86,"b"
"12376","エンゼルス",2,86,"b"
"12377","フォーブス",1,86,"b"
"12378","ヤンキース",1,86,"b"
"12379","ルース",2,86,"b"
"12380","大谷",4,86,"b"
"12381","日本",2,86,"b"
"12382","米",1,86,"b"
"12383","翔",1,86,"b"
"12384","キロ",1,86,"b"
"12385","マイル",1,86,"b"
"12386","分",1,86,"b"
"12387","号",1,86,"b"
"12388","地",1,86,"b"
"12389","日",3,86,"b"
"12390","時",1,86,"b"
"12391","版",1,86,"b"
"12392","誌",1,86,"b"
"12393","１",1,86,"b"
"12394","２",6,86,"b"
"12395","３",1,86,"b"
"12396","４",2,86,"b"
"12397","５",3,86,"b"
"12398","６",2,86,"b"
"12399","７",2,86,"b"
"12400","８",1,86,"b"
"12401","９",1,86,"b"
"12402","こと",3,86,"b"
"12403","の",1,86,"b"
"12404","られる",1,85,"b"
"12405","かかる",1,85,"b"
"12406","する",3,85,"b"
"12407","代わる",1,85,"b"
"12408","出る",1,85,"b"
"12409","抑える",1,85,"b"
"12410","振り返る",1,85,"b"
"12411","果たす",1,85,"b"
"12412","先発",1,85,"b"
"12413","入団",1,85,"b"
"12414","出場",2,85,"b"
"12415","失点",1,85,"b"
"12416","存在",1,85,"b"
"12417","守備",1,85,"b"
"12418","挑戦",1,85,"b"
"12419","期待",1,85,"b"
"12420","緊張",1,85,"b"
"12421","試合",1,85,"b"
"12422","－",1,85,"b"
"12423","ドラフト",1,85,"b"
"12424","バッテリー",1,85,"b"
"12425","プロ",1,85,"b"
"12426","マスク",1,85,"b"
"12427","リーグ",1,85,"b"
"12428","ルーキー",1,85,"b"
"12429","伸び",1,85,"b"
"12430","捕手",2,85,"b"
"12431","本格",1,85,"b"
"12432","ＢＣ",1,85,"b"
"12433","ＤｅＮＡ",2,85,"b"
"12434","５月",1,85,"b"
"12435","セ・リーグ",1,85,"b"
"12436","ヤクルト",2,85,"b"
"12437","国吉",1,85,"b"
"12438","山本",1,85,"b"
"12439","滋賀",2,85,"b"
"12440","祐",1,85,"b"
